Angle,Intensity
19.52395013,184
19.53230576,168
19.5406614,176
19.54901703,173
19.55737267,152
19.5657283,186
19.57408394,177
19.58243957,166
19.59079521,182
19.59915084,163
19.60750647,186
19.61586211,187
19.62421774,188
19.63257338,185
19.64092901,179
19.64928465,220
19.65764028,158
19.66599592,155
19.67435155,185
19.68270719,182
19.69106282,173
19.69941845,176
19.70777409,195
19.71612972,169
19.72448536,163
19.73284099,176
19.74119663,161
19.74955226,186
19.7579079,195
19.76626353,167
19.77461917,189
19.7829748,193
19.79133043,204
19.79968607,174
19.8080417,156
19.81639734,200
19.82475297,199
19.83310861,162
19.84146424,168
19.84981988,175
19.85817551,178
19.86653115,189
19.87488678,177
19.88324241,169
19.89159805,187
19.89995368,157
19.90830932,199
19.91666495,160
19.92502059,184
19.93337622,184
19.94173186,168
19.95008749,183
19.95844313,194
19.96679876,195
19.97515439,183
19.98351003,187
19.99186566,157
20.0002213,203
20.00857693,178
20.01693257,153
20.0252882,192
20.03364384,166
20.04199947,164
20.0503551,172
20.05871074,172
20.06706637,182
20.07542201,179
20.08377764,164
20.09213328,205
20.10048891,189
20.10884455,201
20.11720018,175
20.12555582,185
20.13391145,167
20.14226708,177
20.15062272,182
20.15897835,195
20.16733399,175
20.17568962,178
20.18404526,175
20.19240089,199
20.20075653,175
20.20911216,166
20.2174678,169
20.22582343,152
20.23417906,174
20.2425347,177
20.25089033,180
20.25924597,173
20.2676016,189
20.27595724,177
20.28431287,179
20.29266851,194
20.30102414,173
20.30937978,184
20.31773541,172
20.32609104,160
20.33444668,171
20.34280231,176
20.35115795,162
20.35951358,184
20.36786922,182
20.37622485,143
20.38458049,183
20.39293612,154
20.40129176,180
20.40964739,176
20.41800302,171
20.42635866,184
20.43471429,161
20.44306993,201
20.45142556,165
20.4597812,200
20.46813683,148
20.47649247,168
20.4848481,180
20.49320374,172
20.50155937,169
20.509915,186
20.51827064,160
20.52662627,183
20.53498191,158
20.54333754,194
20.55169318,171
20.56004881,186
